english_label,french_label,latin_label,q_identifier,mediate_label,viaf_id,mediate_nb_items,mediate_nb_collections,english_aliases,french_aliases,latin_aliases,writing_languages
Julian,Julien,Flavius Claudius Iulianus,Q33941,Julian (emperor),57406701,125,105,"[""Julianus II"", ""Flavius Claudius Iulianus"", ""Julian the Apostate"", ""Julian III"", ""Julian II"", ""Julianus III"", ""Flavius Claudius Julianus""]","[""Julien l'apostat"", ""Julien le philosophe"", ""Julien II dit l'Apostat"", ""Julien II"", ""Julien l\u2019Apostat"", ""Flavius Claudius Julianus""]","[""Iulianus Apostata"", ""Julianus Apostata"", ""Flavius Claudius Julianus"", ""Iulianus II"", ""Iulianus"", ""Iulianus Pius"", ""Iulianus Imperator""]","[""Ancient Greek""]"
Prudentius,Prudence,Aurelius Prudentius Clemens,Q347250,"Prudentius, Aurelius",100010336,118,103,"[""Marcus Aurelius Prudentius Clemens"", ""Aurelius Prudentius Clemens""]","[""Aurelius Prudentius Clemens""]","[""Prudentius Clemens"", ""Prudentius Poeta"", ""Aurelius Prudentius""]","[""Latin""]"
Cyprian,Cyprien de Carthage,Cyprianus Carthaginiensis,Q190240,Cyprian of Carthage (saint),100179090,147,103,"[""Saint Cyprian"", ""St. Cyprian"", ""Cyprianus Carthaginiensis"", ""Cyprian of Carthage""]","[""Saint Cyprien de Carthage""]","[""Cyprianus Carthaginensis"", ""Thascius Caecilius Cyprianus"", ""Sanctus Cyprianus""]","[""Latin""]"
Aurelius Victor,Aurelius Victor,Sextus Aurelius Victor,Q275606,Aurelius Victor,64001057,120,100,"[""Victor Sextus Aurelius"", ""Sextus Aurelius Victor""]","[""Aur\u00e9lius Victor"", ""Sextus Aurelius Victor""]","[""Aurelius Victor""]","[""Latin""]"
Hierocles of Alexandria,Hiéroclès d'Alexandrie,Hierocles Alexandrinus,Q248840,Hierocles of Alexandria,84971648,118,98,[],[],"[""Hierocles Philosophus"", ""Hierocles Platonicus""]","[""Ancient Greek""]"
Longus,Longus,Longus,Q314949,,163408645,124,95,[],[],"[""Longus Sophista"", ""Longus Scriptor eroticus""]","[""Ancient Greek""]"
Aulus Cornelius Celsus,Celse,Aulus Cornelius Celsus,Q312420,"Celsus, Aulus Cornelius",100172872,163,94,"[""Celsus""]","[""Cornelius Celsus"", ""Aulus Cornelius Celsus""]","[""Celsus Medicus"", ""Cornelius Celsus""]","[""Latin""]"
Vitruvius,Vitruve,Marcus Vitruvius Pollio,Q47163,Vitruvius,46768430,165,92,"[""Pollio Vitruvius"", ""Marcus Vitruvius Pollio"", ""Vitruvius Pollio""]","[""Marc Vitruve"", ""Vitruvius""]","[""Vitruvius Pollio Scriptor de architectura"", ""Vitruvius"", ""Vitruvius Pollio""]","[""Latin""]"
Clement of Alexandria,Clément d'Alexandrie,Clemens Alexandrinus,Q188883,Clement of Alexandria,100185827,109,92,"[""Saint Clement"", ""Titus Flavius Clemens""]","[""Cl\u00e9ment d\u2019Alexandrie"", ""Clement d'Alexandrie""]","[""Clemens Alexandrinus Theologus"", ""Titus Flavius Clemens""]","[""Ancient Greek""]"
Philo of Alexandria,Philon d’Alexandrie,Philo Alexandrinus,Q189597,Philo Judaeus,307158263,106,91,"[""Philo Alexandrinus"", ""Philio Jud\u00e6us"", ""Philo Judeaus"", ""Philio Alexandrinus"", ""Philio of Alexandria"", ""Philo the Jew"", ""Philo Jud\u00e6us"", ""Philo""]","[""Philo Judaeus"", ""Philon d'Alexandrie""]","[""Philo Iudaeus"", ""Philo Judaeus"", ""Philo Philosophus""]","[""Ancient Greek""]"
Athenaeus,Athénée,Athenaeus Naucratites,Q294923,Athenaeus of Naucratis,307168041,106,91,"[""Athenaeus of Naucratis"", ""Athen\u00e6us""]","[""Athenee"", ""Ath\u00e9n\u00e9e de Naucratis"", ""Athenaeus"", ""Ath\u00e9naios""]","[""Athenaeus Sophista"", ""Athenaeus Naucratita"", ""Athenaeus""]","[""Ancient Greek""]"
Vegetius,Végèce,Flavius Vegetius Renatus,Q4298,"Vegetius, Publicus Flavius",100197902,96,89,"[""Vegetius Renatus"", ""Flavius Vegetius Renatus"", ""Flavius Vegetius"", ""Publius Vegetius Renatus"", ""Publius Flavius Vegetius Renatus""]","[""Vegece"", ""Vegetius""]","[""Publius Flavius Vegetius Renatus"", ""Vegetius""]","[""Latin""]"
Gregory of Nazianzus,Grégoire de Nazianze,Gregorius Nazianzenus,Q44011,Gregory of Nazianzus,108675755,108,86,"[""Gregorius Nazianzenus"", ""Grigorios Nazianzenos"", ""St. Gregory of Nazianzus"", ""St. Gregory Nazianzen"", ""Gregory the Theologian"", ""Gregory Nazianzen""]","[""Gregoire de Nazianze"", ""Gr\u00e9goire le Th\u00e9ologien"", ""Gr\u00e9goire de Naziance"", ""Saint Gr\u00e9goire de Nazianze""]","[""Gregorius Nazianzenus Theologus"", ""Gregorius Theologus""]","[""Ancient Greek""]"
Jamblichus,Jamblique,Iamblichus,Q666210,Iamblichus,41992412,123,86,"[""Iamblichus"", ""Iamblichos""]","[""Jamblique le Syrien""]","[""Iamblichus Syrus""]","[""Ancient Greek""]"
Galen,Claude Galien,Claudius Galenus,Q8778,"Galen, Claudius",44299175,150,82,"[""Galen of Pergamon"", ""Aelius Galenus"", ""Claudius Galenus""]","[""Galien"", ""Claudius Galenus""]","[""Galenus Medicus"", ""Galenus Pergamenus"", ""Galenus""]","[""Ancient Greek""]"
Photios I of Constantinople,Photios Ier de Constantinople,Photius I,Q243187,,14775071,108,82,"[""Patriarch Photius I of Constantinople"", ""Photius"", ""Photios"", ""Patriarch Photios I of Constantinople"", ""Photios the Great"", ""Photius I of Constantinople""]","[""Photios de Constantinople"", ""Photius de Constantinople""]","[""Photius Theologus"", ""Photius Lexicographus"", ""Photius"", ""Photius Scriptor ecclesiasticus"", ""Photius Patriarcha Constantinopolitanus"", ""Photius Constantinopolitanus"", ""Photius Philologus"", ""Photius Patriarcha""]","[""Ancient Greek""]"
Suidas,Suidas,Suidas,Q1534037,,100162646,91,80,"[""S\u016b\u00efdas"", ""Su\u00efdas"", ""Soudas"", ""Souidas""]",[],[],[]
Philostratus,Philostrate d'Athènes,Philostratus Atheniensis,Q2274948,Philostratus (Flavius),250889454,98,80,"[""Philostratus Atheniensis"", ""Lucius Flavius Philostratus"", ""Philostratus the Athenian""]","[""Philostrate l'Athenien"", ""Philostrate"", ""Philostrate l'Ath\u00e9nien""]","[""Flavius Philostratus"", ""Flavius Philostratus Atheniensis"", ""Flavius Philostratus Sophista""]","[""Ancient Greek""]"
Jerome,Jérôme de Stridon,Hieronymus,Q44248,"Jerome, Eusebius Sophronius (saint )",95147024,96,80,"[""Jerome of Stridon"", ""Eusebius Hieronymus"", ""Saint Hieronymus"", ""Eusebius Sophronius Hieronymus"", ""Saint Jerome"", ""Sophronius Eusebius Hieronymus"", ""Sofronius Eusebius Hieronymus"", ""Saint Heronimos"", ""St. Jerome"", ""Hieronymus""]","[""Eusebius Hieronymus"", ""J\u00e9rome de Stridon"", ""Jerome de Stridon"", ""Saint J\u00e9r\u00f4me"", ""J\u00e9r\u00f4me"", ""Eusebius Sophronius Hieronymus""]","[""Hieronymus Stridonius"", ""Sanctus Hieronymus"", ""Sophronius Eusebius Hieronymus"", ""Hieronymus Stridonensis"", ""Eusebius Sophronius Hieronymus""]","[""Latin""]"
Gaius Valerius Flaccus,Caius Valerius Flaccus,Gaius Valerius Flaccus,Q316090,"Valerius Flaccus, Gaius",100899421,99,78,"[""Valerius Flaccus"", ""Gaius Valerius Flaccus Setinus Balbus""]","[""Val\u00e9rius Flaccus""]","[""Valerius Flaccus Poeta"", ""Valerius Flaccus"", ""Valerius Flaccus Setinus Balbus"", ""Gaius Valerius Flaccus Setinus Balbus""]","[""Latin""]"
Bede,Bède le Vénérable,Beda,Q154938,,61539765,94,77,"[""Beda"", ""Doctor Anglorum"", ""Bede the Venerable"", ""Bede le Venerable"", ""Venerable Bede"", ""Beda Anglicus"", ""Saint Bede"", ""Saint Bede the Venerable"", ""Doctor of the English""]","[""Bede le Venerable"", ""B\u00e8de"", ""Saint B\u00e8de le V\u00e9n\u00e9rable"", ""Beda Venerabilis""]","[""Sanctus"", ""Beda Venerabilis""]","[""Latin""]"
Moschus,Moschos,Moschus,Q957548,Moschus,299323588,103,74,"[""Moschus of Syracuse"", ""Moschos of Syracuse""]","[""Moschos de Syracuse""]","[""Moschus Bucolicus"", ""Moschus Syracusanus""]","[""Ancient Greek""]"
Frontinus,Frontin,Sextus Iulius Frontinus,Q297377,"Frontinus, Sextus Julius",12349897,94,73,"[""Sextus Julius Frontinus"", ""Sextus Iulius Frontinus""]","[""Sextus Julius Frontinus"", ""Sextus Julius Frontin""]","[""Frontinus""]","[""Latin""]"
Bion of Smyrna,Bion de Smyrne,Bion Smyrnaeus,Q463364,Bion of Smyrna,7476159477558427990005,94,73,"[""Bion of Phlossa"", ""Bion"", ""of Phlossa near Smyrna"", ""of Phlossa"", ""of Smyrna"", ""Bion of Phlossa near Smyrna""]","[""Bion de Phlossa""]","[""Bion Bucolicus""]","[""Ancient Greek""]"
Maximus of Tyre,Maxime de Tyr,Maximus Tyrius,Q456649,Maximus of Tyre,100903442,81,72,[],"[""Cassius Maximus Tyrius""]","[""Maximus Philosophus"", ""Maximus Tyrius Philosophus"", ""Maximus Sophista""]","[""Ancient Greek""]"
Theodoret,Théodoret de Cyr,Theodoretus,Q317029,Theodoretus of Cyrrha,77111352,99,71,"[""Theodoret of Cyrrhus""]","[""Theodoret"", ""Th\u00e9odoret"", ""Theodoret de Cyr""]","[""Theodoretus Cyrrhensis"", ""Theodoretus Scriptor ecclesiasticus"", ""Theodoretus Theologus""]","[""Ancient Greek""]"
Marcus Terentius Varro,Varron,Marcus Terentius Varro,Q206119,"Terentius Varro, Marcus",100219311,99,71,"[""Marcus Terentius Varro Reatinus"", ""Varro"", ""Varro Reatinus""]","[""Marcus Terentius Varro""]","[""Marcus Terentius Varro Reatinus"", ""Varro Grammaticus"", ""Varro Reatinus""]","[""Latin""]"
Apollonius of Rhodes,Apollonios de Rhodes,Apollonius Rhodius,Q192638,Apollonius of Rhodes,100175273,97,70,"[""Apollonius Rhodius""]","[""Apollonius de Rhodes""]","[""Apollonius Rhodius Epicus""]","[""Ancient Greek""]"
Lycophron,Lycophron,Lycophron,Q432737,Lycophron of Chalcis,68976194,84,67,"[""Lycophron of Chalcis"", ""Lykophron"", ""Lykophron of Chalkis""]","[""Lycophron de Chalcis""]","[""Lycophron Tragicus"", ""Lycophron Alexandrinus"", ""Lycophron Chalcidicus"", ""Lycophron Chalcidensis""]","[""Ancient Greek""]"
Procopius,Procope de Césarée,Procopius,Q186153,Procopius of Caesarea,100172302,82,67,"[""Procopius of Caesarea""]","[""Procope de Cesaree""]","[""Procopius Caesarensis"", ""Procopius Historicus""]","[""Ancient Greek""]"
Basil of Caesarea,Basile de Césarée,Basilius Caesariensis,Q44258,Basil of Caesarea,88967224,82,66,"[""Basilius Magnus"", ""Saint Basil the Great"", ""St. Basil The Great""]","[""Saint Basile de C\u00e9sar\u00e9e"", ""Saint Basile le Grand"", ""Basile de Cesaree"", ""Basile Le Grand""]","[""Basilius Magnus""]","[""Ancient Greek""]"
Zosimus,Zosime,Zosimus,Q226858,Zosimus,102333329,68,62,[],[],"[""Zosimus Costantinopolitanus"", ""Zosimus Historicus""]","[""Koine Greek""]"
Aphthonius of Antioch,Aphthonios,Aphthonius Antiochenus,Q4441106,Aphthonius of Antioch,265112315,84,62,"[""Aphthonius""]",[],"[""Aphthonius Rhetor"", ""Aphthonius""]","[""Ancient Greek""]"
Pedanius Dioscorides,Dioscoride,Dioscorides,Q297776,Pedanius Dioscorides,78822798,80,62,"[""Dioscorides""]","[""\u0394\u03b9\u03bf\u03c3\u03ba\u03bf\u03c5\u03c1\u03af\u03b4\u03b7\u03c2 \u03bf \u03a0\u03b5\u03b4\u03ac\u03bd\u03b9\u03bf\u03c2"", ""Pedanius Dioscorides"", ""\u0394\u03b9\u03bf\u03c3\u03ba\u03bf\u03c1\u03af\u03b4\u03b7\u03c2 Dioskorid\u00eas"", ""Dioscorides""]","[""Dioscorides Pedanius"", ""Pedanius Dioscorides"", ""Dioscurides"", ""Dioscorides Medicus""]","[""Ancient Greek""]"
Socrates of Constantinople,Socrate le Scolastique,Socrates Scholasticus,Q336198,Socrates Scholasticus,107158790626238851415,64,61,"[""Socrates Scholasticus""]","[""Socrate Scolasticus"", ""Socrates Scholasticus"", ""Socrate de Constantinople""]","[""Socrates Constantinopolitanus"", ""Socrates Scholasticus Historicus"", ""Socrates Historicus""]","[""Ancient Greek""]"
Cato the Elder,Caton l'Ancien,Marcus Porcius Cato maior,Q180081,Cato (the Elder),99852885,75,61,"[""Marcus Porcius Catus"", ""Marcus Porcius Cato Maior"", ""Marcus Porcius Cato Sapiens"", ""Cato Censor"", ""Cato Sapiens"", ""Marcus Porcius Cato"", ""Marcus Porcius Cato Major"", ""Cato Major"", ""Marcus Portius Cato""]","[""Caton le Censeur"", ""Marcus Porcius Cato Maior""]","[""Marcus Porcius Cato Censor"", ""Marcus Porcius Catus"", ""Cato Maior"", ""Cato senior"", ""M. Porcius Cato maior"", ""Cato Censor"", ""Marcus Porcius Cato Censorius"", ""Marcus Cato"", ""Marcus Porcius Cato""]","[""Latin""]"
Julius Pollux,Julius Pollux,Iulius Pollux,Q548104,"Pollux, Julius",2991030,72,60,"[""Pollux"", ""Iulius Pollux""]",[],"[""Julius Pollux"", ""Iulius Pollux Grammaticus"", ""Pollux Naucratites"", ""Iulius Pollux Naucraticus"", ""Juliux Pollux Grammaticus"", ""Pollux Grammaticus""]","[""Ancient Greek""]"
Ambrose,Ambroise de Milan,Ambrosius,Q43689,"Ambrosius, Aurelius (saint)",100227669,60,56,"[""St Ambrose"", ""Bishop of Milan Ambrose"", ""Saint Ambrose"", ""St. Ambrose"", ""Bishop of Milan Ambrogio"", ""Bishop of Milan Amvros\u012b\u012d"", ""Ambrose of Milan"", ""Bishop of Milan Aurelius Ambrosius"", ""Saint"", ""Saint Ambrose Bishop of Milan"", ""Bishop of Milan Ambroise"", ""St. Ambrosius"", ""Bp. of Milan Ambrosius"", ""Ambrosius"", ""Bishop of Milan Aurelio Ambrogio"", ""Ambrosius Mediolanensis""]","[""Saint Ambroise de Milan""]","[""Sanctus Aurelius Ambrosius"", ""Ambrosius Mediolanensis"", ""Sanctus Ambrosius""]","[""Latin""]"
Ignatius of Antioch,Ignace,Ignatius Antiochenus,Q44170,Ignatius of Antioch (saint),267432724,78,54,"[""Ignatius Antiochenus"", ""St. Ignatius"", ""Saint Ignatius of Antioch""]","[""Ignace d\u2019Antioche"", ""Saint Ignace d'Antioche""]","[""Ignatius Antiochensis""]","[""Ancient Greek""]"
Sextus Empiricus,Sextus Empiricus,Sextus Empiricus,Q236594,Sextus Empiricus,60320706,54,51,[],[],"[""Sextus Empiricus Philosophus""]","[""Ancient Greek""]"
Pseudo-Dionysius the Areopagite,Pseudo-Denys l'Aréopagite,Pseudo-Dionysius Areopagita,Q312816,,59878274,57,51,"[""Pseudo-Denys"", ""Dionysius the Pseudo-Areopagite""]","[""Pseudo-Denys"", ""Corpus Areopagiticum"", ""Pseudo-Denys l'Areopagite"", ""Saint Denys l\u2019Ar\u00e9opagite""]",[],[]
Sextus Pompeius Festus,Festus Grammaticus,Sextus Pompeius Festus,Q302723,"Festus, Sextus Pompeius",89123645,54,49,[],"[""Sextus Pompeius Festus""]",[],"[""Latin""]"
Sozomen,Sozomène,Sozomenus,Q354350,"Sozomenus, Hermias",305409681,50,48,"[""Hermias Sozomenus""]","[""Sozomen"", ""Sozomene""]","[""Sozomenus Scriptor ecclesiasticus"", ""Hermias Sozomenus"", ""Salaminius Hermias Sozomenus""]","[""Ancient Greek""]"
Archimedes,Archimède,Archimedes,Q8739,Archimedes of Syracuse,29547910,62,48,"[""Archimedes of Syracuse""]","[""Archim\u00e8de de Syracuse""]",[],"[""Ancient Greek""]"
Cassiodorus,Cassiodore,Cassiodorus,Q192365,Aurelius Cassiodorus,95230707,55,48,"[""Flavius Magnus Aurelius Cassiodorus Senator""]","[""Cassiodorus""]","[""Flavius Magnus Aurelius Cassiodorus"", ""Cassiodorus Senator"", ""Flavius Magnus Aurelius Cassiodorus Senator""]","[""Latin""]"
Theophylact of Ohrid,Théophylacte d'Ohrid,Theophylactus Achridensis,Q1247278,Theophylact of Ohrid,69730041,69,47,[],"[""Th\u00e9ophylacte d'Achrida"", ""Th\u00e9ophylacte d'Ochrid"", ""Th\u00e9ophylacte de Bulgarie""]","[""Theophylactus Ochridensis"", ""Theophylactus Bulgarorum archiepiscopus"", ""Theophylactus Bulgarias"", ""Theophylactus de Achrida""]","[""Medieval Greek""]"
Columella,Columelle,Lucius Iunius Moderatus Columella,Q318317,,95243635,48,46,"[""Lucius Kolumella"", ""Lucius Iunius Moderatus Columella"", ""Lucius Columella"", ""Lucius Junius Moderatus Columella"", ""L. Iunius Moderatus Columella""]","[""Lucius Columella""]","[""Columella""]","[""Latin""]"
Censorinus,Censorin,Censorinus,Q707449,Censorinus,195718548,49,45,"[""Censorinus Grammaticus"", ""Censorinus the Grammarian""]","[""Censorinus""]","[""Censorinus Grammaticus"", ""Censorinum"", ""Censorini"", ""Censorine"", ""Censorino""]","[""Latin""]"
Hesychius of Alexandria,Hésychios d'Alexandrie,Hesychius Alexandrinus,Q443510,Hesychius of Alexandria,21314508,49,44,"[""Hesychius"", ""Hesychios"", ""Hesych"", ""H\u0113sychios""]","[""Hesychios d'Alexandrie""]","[""Hesychius Lexicographus"", ""Hesychius Grammaticus""]","[""Ancient Greek""]"
Proclus,Proclus,Proclus,Q271809,Proclus,102369543,66,44,"[""Proclus Lycaeus""]","[""Proklos"", ""Proclos"", ""Proclus Diadochus""]","[""Proclus Lycius"", ""Proclus Atheniensis"", ""Proclus Philosophus"", ""Proclus Diadochus""]","[""Ancient Greek""]"
Menander,Ménandre,Menander,Q118992,Menander,297103308,54,43,"[""Menander of Athens""]","[""Menandre""]","[""Menander Atheniensis"", ""Menander Comicus""]","[""Ancient Greek""]"
Porphyry,Porphyre de Tyr,Porphyrius Tyrius,Q203445,Porphyry of Tyre,102333270,47,43,"[""Porphyry of Tyre"", ""Malchus""]",[],"[""Porphyrius"", ""Porphyrius Philosophus"", ""Malchus""]","[""Latin"", ""Ancient Greek""]"
Orosius,Paul Orose,Orosius,Q311456,"Orosius, Paulus",2479624,45,41,"[""Paul Orosius"", ""Paulus Orosius""]","[""Orose""]","[""Paulus Orosius"", ""Orosius Historicus""]","[""Latin""]"
Leo I,Léon Ier,Leo I,Q43954,Leo the Great (Pope),9875336,46,40,"[""Pope Leo I"", ""Leo the Great""]","[""L\u00e9on ier"", ""Saint L\u00e9on le Grand"", ""Leon Ier"", ""L\u00e9on le Grand"", ""L\u00e9on Ier le Grand""]","[""Leo Magnus Papa"", ""Leo Magnus"", ""Sanctus Leo PP. I Magnus""]","[""Latin""]"
Pseudo-Nonnus,Pseudo-Nonnos,Pseudo-Nonnus,Q24962922,Nonnus of Panopolis,61564416,54,40,[],[],"[""Nonnus Abbas""]","[""Ancient Greek""]"
Hilary of Poitiers,Hilaire de Poitiers,Hilarius Pictaviensis,Q44344,Hilarius Pictaviensis,89595978,42,39,"[""Hammer of the Arians"", ""Athanasius of the West"", ""St. Hilary"", ""Bishop of Poitiers"", ""Saint Hilary of Poitiers"", ""Saint Hilary"", ""Hilarius Pictaviensis""]","[""Saint Hilaire de Poitiers"", ""Saint-Hilaire de Poitiers""]","[""Sanctus Hilarius""]","[""Latin""]"
Quintus Aurelius Symmachus,Quintus Aurelius Symmaque,Quintus Aurelius Symmachus,Q355720,"Symmachus, Quintus Aurelius",98247027,42,39,"[""Symmachus"", ""S\u00edmaco""]","[""Symmaque""]","[""Symmachus Orator""]","[""Latin""]"
Philemon,Philémon,Philemon,Q547681,Philemon Syracusanus,231019921,47,39,"[""Philemon of Syracuse""]",[],"[""Philemon Syracusanus"", ""Philemon Comicus""]","[""Ancient Greek""]"
Harpocration,Harpocration,Harpocration,Q721412,"Harpocration, Valerius",211435698,50,39,"[""Valerius Harpocration""]","[""Valerius Harpocration""]","[""Harpocration Grammaticus"", ""Valerius Harpocration""]","[""Ancient Greek""]"
Polyaenus,Polyen,Polyaenus,Q537755,Polyaenus,15564840,40,39,"[""Poly\u00e6nus""]",[],"[""Polyaenus Macedo"", ""Polyaenus Rhetor""]","[""Ancient Greek""]"
Theognis of Megara,Théognis de Mégare,Theognis,Q336115,,265406304,47,38,"[""Theognis""]","[""Theognis de Megare"", ""Th\u00e9ognis""]","[""Theognis Elegiacus"", ""Theognis Megarensis"", ""Theognis Megareus""]","[""Ancient Greek""]"
Philostratus of Lemnos,Philostrate de Lemnos,Philostratus Lemnius,Q691292,Philostratus the Elder,72203785,42,37,"[""Philostratus the Elder""]","[""Philostrate l'Ancien""]","[""Philostratus Maior Sophista"", ""Philostratus Major Sophista"", ""Philostratus Lemnius Sophista""]","[""Ancient Greek""]"
Seneca the Elder,Sénèque l'Ancien,Annaeus Seneca maior,Q273671,"Seneca, Marcus / Lucius Annaeus (rhetor)",23497389,43,37,"[""Ann\u00e6us Seneca"", ""Annaeus Seneca maior""]","[""Lucius Annaeus Seneca"", ""Seneque l'Ancien"", ""S\u00e9n\u00e8que le Rh\u00e9teur""]","[""Lucius Annaeus Seneca"", ""Seneca Maior"", ""Seneca Rhetor""]","[""Latin""]"
Themistius,Thémistios,Themistius,Q365183,Themistius,100219934,44,37,[],"[""Th\u00e9mistius"", ""Themistius""]","[""Themistius Euphrades"", ""Themistius Rhetor"", ""Themistius Constantinopolitanus"", ""Themistius Philosophus""]","[""Ancient Greek""]"
Salvian,Salvien de Marseille,Salvianus Massiliensis,Q532684,Salvianus,236486362,47,37,"[""Salvianus"", ""Salvian of Marseilles""]","[""Salvien""]","[""Salvianus""]","[""Latin""]"
Oppian,Oppien de Corycos,Oppianus Corycius,Q116508,Oppian of Cilicia,86913544,40,36,"[""Oppianus"", ""Oppian of Corycus"", ""Oppianos""]","[""Oppien d'Anazarbe"", ""Oppien de Cilicie"", ""Oppien""]","[""Oppianus Anazarbensis"", ""Oppianus Epicus""]","[""Ancient Greek""]"
Gregory of Nyssa,Grégoire de Nysse,Gregorius Nyssenus,Q191734,Gregory of Nyssa (saint),103646160,47,36,"[""Gregorius"", ""St. Gregory of Nyssa"", ""Gregorius Nyssenus""]","[""Gr\u00e9goire de Nic\u00e9e"", ""Saint Gr\u00e9goire de Nysse"", ""Gregoire de Nysse"", ""saint Gr\u00e9goire de Nysse""]",[],"[""Ancient Greek""]"
Julius Obsequens,Julius Obsequens,Iulius Obsequens,Q682860,Julius Obsequens,100202247,37,35,"[""Iulius Obsequens""]",[],"[""Obsequens Mythographus"", ""Julius Obsequens""]","[""Latin""]"
Ennius,Ennius,Quintus Ennius,Q47130,"Ennius, Quintus",84976347,39,35,"[""Quintus Ennius"", ""Ennio"", ""Quinto Ennio""]","[""Quintus Ennius"", ""Ennio"", ""Quinto Ennio""]","[""Q. Ennius"", ""Ennius"", ""Ennius Poeta""]","[""Latin""]"
Asconius Pedianus,Asconius,Quintus Asconius Pedianus,Q444285,"Asconius Pedianus, Quintus",85065079,42,35,"[""Asconius""]","[""Asconius Pedianus""]","[""Asconius"", ""Asconius Pedianus""]","[""Latin""]"
Lysias,Lysias,Lysias,Q310164,Lysias,183417170,44,35,[],[],"[""Lysias Atheniensis"", ""Lysias Orator""]","[""Ancient Greek""]"
Athenagoras of Athens,Athénagoras d'Athènes,Athenagoras Atheniensis,Q309772,Athenagoras of Athens,106097488,45,35,"[""Saint Athenagoras of Athens"", ""Saint Athenagoras the Apologist"", ""Athenagoras""]","[""Ath\u00e9nagore d'Ath\u00e8nes"", ""Athenagoras d'Ath\u00e9nes"", ""Athenagoras d'Athenes""]","[""Athenagoras Apologeta""]","[""Ancient Greek""]"
Aelius Aristides,Aelius Aristide,Publius Aelius Aristides,Q354431,,89043754,41,35,"[""Publius Aelius Aristides Theodorus"", ""Publius Aelius Aristides""]","[""\u00c6lius Aristide""]","[""Aelius Aristides"", ""Aristides Rhetor""]","[""Ancient Greek""]"
Simplicius of Cilicia,Simplicius,Simplicius,Q351518,Simplicius of Cilicia,71399875,45,34,"[""Simplicius van Cilici\u00eb"", ""Simplicius""]","[""Simplicius van Cilici\u00eb"", ""Simplicios de Cilicie"", ""Simplicius de Cilicie"", ""Simplicios""]","[""Simplicius Neoplatonicus"", ""Simplicius Atheniensis"", ""Simplicius Cilicius"", ""Simplicius Philosophus"", ""Simplicius van Cilici\u00eb""]","[""Ancient Greek""]"
Dio Chrysostom,Dion de Pruse,Dio Chrysostomus,Q334457,Dio Chrysostom,100906841,35,33,"[""Dio of Prusa"", ""Dio Cocceianus""]","[""Dion Chrysostome"", ""Dion Chrysost\u00f4me""]","[""Dio Prusaensis"", ""Dio Prusaeus"", ""Dio Chrysostomus Sophista""]","[""Ancient Greek""]"
Achilles Tatius,Achille Tatius,Achilles Tatius,Q221951,,89002230,37,32,"[""Achilleus Tatios""]","[""Achille Tatios"", ""Achilles Tatius""]","[""Achilles Tatius Scriptor eroticus""]","[""Ancient Greek""]"
Synesius of Cyrene,Synésios de Cyrène,Synesius Cyrenaeus,Q357027,Synesius,102323982,37,32,"[""Synesius of Ptolemais"", ""Bishop of Ptolemais"", ""Synesius""]","[""Syn\u00e9sius de Cyr\u00e8ne"", ""Syn\u00e9sios"", ""Syn\u00e9sius"", ""Synesius"", ""Synesios de Cyrene""]","[""Synesius Cyrenensis"", ""Synesius""]","[""Ancient Greek""]"
Gregory I,Grégoire Ier,Gregorius Magnus,Q42827,,100184667,35,32,"[""Pope Gregory I"", ""Pope Gregory the Great"", ""St Gregory I"", ""Pope Saint Gregory I"", ""St. Gregory the Dialogist"", ""Pope St. Gregory I"", ""Saint Gregory"", ""St Gregory the Great"", ""Gregorius Anicius"", ""Gregory"", ""Saint Gregory the Dialogist"", ""Pope Saint Gregory I the Great"", ""Saint Gregorius Magnus"", ""Gregorius Magnus"", ""St. Gregory the Great"", ""Saint Gregory I"", ""Saint Gregory the Great"", ""Gregory the Great"", ""Gregory The Great"", ""St Gregory""]","[""Gregoire le Grand"", ""Gr\u00e9goire 1er"", ""Gr\u00e9goire Ier le Grand"", ""Gr\u00e9goire le Grand"", ""Gregoire Ier"", ""saint Gr\u00e9goire le grand""]","[""Sanctus Gregorius PP. I Magnus"", ""Sanctus Gregorius"", ""Gregorius I"", ""Sanctus Gregorius Magnus""]","[""Latin""]"
Sidonius Apollinaris,Sidoine Apollinaire,Sidonius Apollinaris,Q302936,Sidonius Apollinaris,89203537,32,31,"[""Gaius Sollius Apollinaris Sidoniu"", ""Saint Sidonius Apollinaris"", ""Gaius Sollius Modestus Apollinaris Sidonius"", ""Apollinaris Sidonius""]","[""Caius Sollius Apollinaris Sidonius"", ""Gaius Sollius Apollinaris Sidonius""]","[""Sidonius Poeta""]","[""Latin""]"
Cyril of Jerusalem,Cyrille de Jérusalem,Cyrillus Hierosolymitanus,Q298654,Cyril of Jerusalem (saint),2437490,36,31,[],"[""Cyrille de Jerusalem""]","[""Cyrillus Hierosolymitanus"", ""Sanctus""]","[""Ancient Greek""]"
Fulgentius of Ruspe,Fulgence de Ruspe,Fulgentius Ruspensis,Q380089,Fulgentius of Ruspe (saint),102324857,37,31,[],"[""Claudius Gordianus Fulgentius""]","[""Fabius Claudius Gordianus Fulgentius"", ""sanctus Fulgentius Ruspensis""]","[""Latin""]"
