q_identifier,mediate_label,viaf_id,mediate_nb_items,mediate_nb_collections,trismegistos_label,trismegistos_id,english_label,french_label,latin_label,english_aliases,french_aliases,latin_aliases,writing_languages
Q336198,Socrates Scholasticus,107158790626238851415,64.0,61.0,,,Socrates of Constantinople,Socrate le Scolastique,Socrates Scholasticus,"[""Socrates Scholasticus""]","[""Socrate Scolasticus"", ""Socrates Scholasticus"", ""Socrate de Constantinople""]","[""Socrates Constantinopolitanus"", ""Socrates Scholasticus Historicus"", ""Socrates Historicus""]","[""Ancient Greek""]"
Q336704,Sulpicius Severus,30332452,184.0,141.0,,,Sulpicius Severus,Sulpice Sévère,Sulpicius Severus,[],"[""Saint Sulpice-S\u00e9v\u00e8re"", ""Sulpice-S\u00e9v\u00e8re"", ""Sulpice-Severe""]","[""Sulpitius Severus""]","[""Latin""]"
Q337537,Gregory Thaumaturgus (saint),88726043,9.0,9.0,,,Gregory Thaumaturgus,Grégoire le Thaumaturge,Gregorius Neocaesariensis,"[""Saint Gregory of Neocaesarea"", ""St. Gregory Thaumaturgus""]",[],"[""Gregorius Thaumaturgus Neocaesariensis"", ""Gregorius Thaumaturgus""]","[""Ancient Greek""]"
Q33941,Julian (emperor),57406701,125.0,105.0,Iulianus imperator,451.0,Julian,Julien,Flavius Claudius Iulianus,"[""Julianus II"", ""Flavius Claudius Iulianus"", ""Julian the Apostate"", ""Julian III"", ""Julian II"", ""Julianus III"", ""Flavius Claudius Julianus""]","[""Julien l'apostat"", ""Julien le philosophe"", ""Julien II dit l'Apostat"", ""Julien II"", ""Julien l\u2019Apostat"", ""Flavius Claudius Julianus""]","[""Iulianus Apostata"", ""Julianus Apostata"", ""Flavius Claudius Julianus"", ""Iulianus II"", ""Iulianus"", ""Iulianus Pius"", ""Iulianus Imperator""]","[""Ancient Greek""]"
Q343018,Eunapius,100215825,18.0,16.0,,,Eunapius,Eunape,Eunapius,[],"[""Eunapius"", ""Eunape de Sardes""]","[""Eunapius Historicus"", ""Eunapius Philosophus"", ""Eunapius Sardianus""]","[""Ancient Greek""]"
Q347250,"Prudentius, Aurelius",100010336,118.0,103.0,Prudentius,725.0,Prudentius,Prudence,Aurelius Prudentius Clemens,"[""Marcus Aurelius Prudentius Clemens"", ""Aurelius Prudentius Clemens""]","[""Aurelius Prudentius Clemens""]","[""Prudentius Clemens"", ""Prudentius Poeta"", ""Aurelius Prudentius""]","[""Latin""]"
Q348408,,,,,Martianus Capella,560.0,Martianus Capella,Martianus Capella,Martianus Capella,"[""Martianus Minneus Felix Capella"", ""M. Capella"", ""Martian Capella"", ""Martian"", ""Martian. Capella"", ""Martianus"", ""Capella""]","[""Marcien Capella"", ""Martianus""]","[""Martianus Minneus Felix Capella"", ""Felix Capella"", ""Martianus"", ""Martianus Cap."", ""Martianus Capella Carthaginiensis""]","[""Latin""]"
Q34943,"Ptolemy, Claudius",54152998,176.0,127.0,Claudius Ptolemaios,192.0,Ptolemy,Claude Ptolémée,Claudius Ptolemaeus,"[""Claudius Ptolemeus"", ""Claudius Ptolemy"", ""Claudius Ptolemaeus"", ""Klaudios Ptolemaios""]","[""Claudius Ptolemaeus"", ""Claudius Ptolemeus""]","[""Ptolemaeus Alexandrinus"", ""Ptolem\u00e6us"", ""Ptolemaeus Astrologus"", ""Ptolemaeus Mathematicus"", ""Ptolemaeus"", ""Claudius Ptolem\u00e6us""]","[""Ancient Greek""]"
Q351518,Simplicius of Cilicia,71399875,45.0,34.0,Simplicius,859.0,Simplicius of Cilicia,Simplicius,Simplicius,"[""Simplicius van Cilici\u00eb"", ""Simplicius""]","[""Simplicius van Cilici\u00eb"", ""Simplicios de Cilicie"", ""Simplicius de Cilicie"", ""Simplicios""]","[""Simplicius Neoplatonicus"", ""Simplicius Atheniensis"", ""Simplicius Cilicius"", ""Simplicius Philosophus"", ""Simplicius van Cilici\u00eb""]","[""Ancient Greek""]"
Q354350,"Sozomenus, Hermias",305409681,50.0,48.0,,,Sozomen,Sozomène,Sozomenus,"[""Hermias Sozomenus""]","[""Sozomen"", ""Sozomene""]","[""Sozomenus Scriptor ecclesiasticus"", ""Hermias Sozomenus"", ""Salaminius Hermias Sozomenus""]","[""Ancient Greek""]"
Q354431,,,,,Aelius Aristeides,13.0,Aelius Aristides,Aelius Aristide,Publius Aelius Aristides,"[""Publius Aelius Aristides Theodorus"", ""Publius Aelius Aristides""]","[""\u00c6lius Aristide""]","[""Aelius Aristides"", ""Aristides Rhetor""]","[""Ancient Greek""]"
Q355350,,,,,Servius,839.0,Servius,Servius,Maurus Servius Honoratus,"[""Servius Honoratus"", ""Marius Servius Honoratus"", ""Marius Servius"", ""Sergius"", ""Maurus Servius Honoratus"", ""Seregius""]","[""Maurus Servius Honoratus""]","[""Servius"", ""Servius Grammaticus""]","[""Latin""]"
Q355720,"Symmachus, Quintus Aurelius",98247027,42.0,39.0,,,Quintus Aurelius Symmachus,Quintus Aurelius Symmaque,Quintus Aurelius Symmachus,"[""Symmachus"", ""S\u00edmaco""]","[""Symmaque""]","[""Symmachus Orator""]","[""Latin""]"
Q356433,,,,,Priscianus,715.0,Priscian,Priscien de Césarée,Priscianus Caesariensis,"[""Priscianus"", ""Priscian of Caesarea""]","[""Priscien""]","[""Priscianus"", ""Priscianus Caesarensis"", ""Priscianus Grammaticus""]","[""Latin""]"
Q357027,Synesius,102323982,37.0,32.0,Synesios of Kyrene,3702.0,Synesius of Cyrene,Synésios de Cyrène,Synesius Cyrenaeus,"[""Synesius of Ptolemais"", ""Bishop of Ptolemais"", ""Synesius""]","[""Syn\u00e9sius de Cyr\u00e8ne"", ""Syn\u00e9sios"", ""Syn\u00e9sius"", ""Synesius"", ""Synesios de Cyrene""]","[""Synesius Cyrenensis"", ""Synesius""]","[""Ancient Greek""]"
Q363375,Publilius Syrus,22130553,7.0,5.0,,,Publilius Syrus,Publilius Syrus,Publilius Syrus,[],[],"[""Publilius Syrus Mimographus""]","[""Latin""]"
Q365183,Themistius,100219934,44.0,37.0,Themistios,910.0,Themistius,Thémistios,Themistius,[],"[""Th\u00e9mistius"", ""Themistius""]","[""Themistius Euphrades"", ""Themistius Rhetor"", ""Themistius Constantinopolitanus"", ""Themistius Philosophus""]","[""Ancient Greek""]"
Q365835,,,,,Rufinus of Aquileia,819.0,Tyrannius Rufinus,Rufin d'Aquilée,Tyrannius Rufinus,"[""Rufinus Aquileiensis"", ""Rufinus of Concordia"", ""Rufinus of Aquileia""]","[""Tyrannius Rufinus"", ""Rufin d'Aquilee""]","[""Rufinus Aquileiensis"", ""Rufinus Scriptor ecclesiasticus""]","[""Latin""]"
Q367422,"Firmicus Maternus, Julius",5015147967361884200009,27.0,22.0,,,Julius Firmicus Maternus,Julius Firmicus Maternus,Iulius Firmicus Maternus,"[""Firmicius Maternus"", ""Firmicus Maternus""]","[""Firmicus Maternus""]","[""Firmicius Maternus"", ""Firmicus Maternus""]","[""Latin""]"
Q367946,Apollinaris of Laodicea,261762494,19.0,18.0,,,Apollinaris of Laodicea,Apollinaire de Laodicée,Apollinaris Laodicensis,"[""Apollinaris"", ""Apollinarius of Laodicea""]","[""Apollinaire de Laodicee""]","[""Apollinarius Laodicensis""]","[""Ancient Greek""]"
Q373042,Onosander,285771738,6.0,6.0,,,Onasander,Onosandre,Onasander,[],"[""Onosander""]","[""Onesander Tacticus""]","[""Ancient Greek""]"
Q37740777,Aemilius Probus,59141391,15.0,15.0,,,Aemilius Probus,Aemilius Probus,Aemilius Probus,[],[],[],"[""Latin""]"
Q379991,,,,,Valerius Maximus,951.0,Valerius Maximus,Valère Maxime,Valerius Maximus,"[""Quintus V. Maximus"", ""Caius Valerius Maximus""]","[""Valere Maxime"", ""Valerius Maximus"", ""Val\u00e8re-Maxime""]","[""Valerius Maximus Historicus""]","[""Latin""]"
Q380089,Fulgentius of Ruspe (saint),102324857,37.0,31.0,,,Fulgentius of Ruspe,Fulgence de Ruspe,Fulgentius Ruspensis,[],"[""Claudius Gordianus Fulgentius""]","[""Fabius Claudius Gordianus Fulgentius"", ""sanctus Fulgentius Ruspensis""]","[""Latin""]"
Q380793,Aelianus Tacticus,72639048,26.0,24.0,,,Aelianus Tacticus,Élien le Tacticien,Aelianus Tacticus,[],"[""\u00c9lien l'A\u00een\u00e9"", ""\u00c9lien""]",[],"[""Ancient Greek""]"
Q380826,Aelius Herodianus (grammarian),88626271,6.0,6.0,,,Aelius Herodianus,Aelius Herodianus,Aelius Herodianus,"[""Herodian""]","[""H\u00e9rodien d'Alexandrie"", ""H\u00e9rodien""]","[""Herodianus Grammaticus"", ""Aelius Herodianus Technicus"", ""Herodianus Alexandrinus""]","[""Ancient Greek""]"
Q380943,Philostorgius,88747658,18.0,17.0,,,Philostorgius,Philostorge,Philostorgius,"[""Philostrogius""]","[""Philostorgios""]","[""Philostorgius Cappadox"", ""Philostrogius"", ""Philostorgius Scriptor ecclesiasticus""]","[""Ancient Greek""]"
Q40939,,,,,Aischylos,25.0,Aeschylus,Eschyle,Aeschylus,"[""Aeschylos"", ""\u00c6schylus""]","[""\u00c9chille"", ""\u00c9schyle"", ""Aiskh\u00falos""]","[""Aeschylus Tragicus"", ""Aeschylus Atheniensis"", ""Aeschylus tragicus""]","[""Ancient Greek""]"
Q41155,,,,,Herakleitos of Ephesos,1047.0,Heraclitus,Héraclite,Heraclitus,"[""Heraclitus of Ephesus"", ""Weeping Philosopher""]","[""Heraklit"", ""H\u00e9raclite d'Eph\u00e8se"", ""Heraclite"", ""H\u00e9raclite d'\u00c9ph\u00e8se""]","[""Heraclitus Ephesius"", ""Heraclitus Philosophus""]","[""Ancient Greek""]"
Q41523,Plutarch,268955446,841.0,381.0,Ploutarchos,698.0,Plutarch,Plutarque,Plutarchus,"[""Ploutarchos"", ""Plutarch of Chaeronea"", ""Plutarchos"", ""Lucius Mestrius Plutarchus"", ""Plutarchus""]","[""Plutarque de Ch\u00e9ron\u00e9e""]","[""Plutarchus Philosophus"", ""Plutarchus Chaeronensis"", ""Plutarchus Biographus"", ""L. Mestrius Plutarchus""]","[""Ancient Greek""]"
Q41683,,,,,Thoukydides,937.0,Thucydides,Thucydide,Thucydides,[],"[""Thucidide"", ""Thucydide d'Ath\u00e8nes""]","[""Thucydides Historicus"", ""Thucydides Atheniensis""]","[""Ancient Greek""]"
Q41866,Justinian I (emperor),88881722,718.0,255.0,,,Justinian I,Justinien,Iustinianus I,"[""Flavius Petrus Sabbatius Justinianus Magnus"", ""Imperator Caesar Flavius Iustinianus Alamannicus Gothicus Francicus Germanicus Anticus Alanicus Vandalicus Africanus pius felix inclitus victor ac triumphator semper Augustus"", ""Ioustinianos I"", ""Imperator Caesar Flavius Petrus Sabbatius Iustinianus Augustus"", ""Petrus Sabbatius"", ""Fl\u0101vius Petrus Sabbatius J\u016bst\u012bni\u0101nus"", ""Petrus Sabbatius Iustinianus"", ""Justinian the Great"", ""Iustinianus I"", ""Flavius Petrus Sabbatius Justinianus""]","[""Justinien Ier"", ""Justinien le Magne""]","[""Iustinianus I."", ""Iustinianus"", ""Iustinianus Imperator"", ""Justinianus I""]","[""Latin""]"
Q41980,Democritus,49224361,1.0,1.0,Demokritos,225.0,Democritus,Démocrite,Democritus,"[""Democritus of Abdera"", ""Laughing Philosopher"", ""Demokritos""]","[""D\u00e9mocrite d'Abd\u00e8re"", ""Democritus""]","[""Democritus Philosophus"", ""Democritus Abderita""]","[""Ancient Greek""]"
Q42827,,,,,Gregorius Magnus,345.0,Gregory I,Grégoire Ier,Gregorius Magnus,"[""Pope Gregory I"", ""Pope Gregory the Great"", ""St Gregory I"", ""Pope Saint Gregory I"", ""St. Gregory the Dialogist"", ""Pope St. Gregory I"", ""Saint Gregory"", ""St Gregory the Great"", ""Gregorius Anicius"", ""Gregory"", ""Saint Gregory the Dialogist"", ""Pope Saint Gregory I the Great"", ""Saint Gregorius Magnus"", ""Gregorius Magnus"", ""St. Gregory the Great"", ""Saint Gregory I"", ""Saint Gregory the Great"", ""Gregory the Great"", ""Gregory The Great"", ""St Gregory""]","[""Gregoire le Grand"", ""Gr\u00e9goire 1er"", ""Gr\u00e9goire Ier le Grand"", ""Gr\u00e9goire le Grand"", ""Gregoire Ier"", ""saint Gr\u00e9goire le grand""]","[""Sanctus Gregorius PP. I Magnus"", ""Sanctus Gregorius"", ""Gregorius I"", ""Sanctus Gregorius Magnus""]","[""Latin""]"
Q42887,,,,,Clemens of Rome,197.0,Clement I,Clément de Rome,Clemens I,"[""Saint Clemens"", ""Clement the Bishop"", ""St. Clement"", ""St. Clemens"", ""Saint Clement"", ""Clemens"", ""Clemens Romanus"", ""Pope Saint Clement I"", ""San Clemente"", ""Pope Klyment I"", ""Clemens the Bishop"", ""Clement"", ""Clemens I"", ""Pope Klemens I"", ""Saint Clement I"", ""Clement of Rome"", ""Flavius Clemens"", ""Pope Kelemen I"", ""Pope Clement I""]","[""Clement Ier"", ""Cl\u00e9ment Romain"", ""Cl\u00e9ment 1er"", ""Saint Clement"", ""Cl\u00e9ment Ier""]","[""Sanctus Clemens"", ""Sanctus Clemens PP. I"", ""Papa Clemens I"", ""Clemens Romanus"", ""Sanctus Clemens I""]","[""Ancient Greek""]"
Q4298,"Vegetius, Publicus Flavius",100197902,96.0,89.0,,,Vegetius,Végèce,Flavius Vegetius Renatus,"[""Vegetius Renatus"", ""Flavius Vegetius Renatus"", ""Flavius Vegetius"", ""Publius Vegetius Renatus"", ""Publius Flavius Vegetius Renatus""]","[""Vegece"", ""Vegetius""]","[""Publius Flavius Vegetius Renatus"", ""Vegetius""]","[""Latin""]"
Q43216,Epicurus,1763151778254618130009,31.0,30.0,Epikouros,275.0,Epicurus,Épicure,Epicurus,"[""Ep\u00edkouros"", ""Epikouros""]","[""Epicurus"", ""Epicure""]","[""Epicurus Philosophus"", ""Epicurus Samius""]","[""Ancient Greek""]"
Q432737,Lycophron of Chalcis,68976194,84.0,67.0,Lykophron,531.0,Lycophron,Lycophron,Lycophron,"[""Lycophron of Chalcis"", ""Lykophron"", ""Lykophron of Chalkis""]","[""Lycophron de Chalcis""]","[""Lycophron Tragicus"", ""Lycophron Alexandrinus"", ""Lycophron Chalcidicus"", ""Lycophron Chalcidensis""]","[""Ancient Greek""]"
Q43353,Aristophanes,20962036,389.0,215.0,Aristophanes,117.0,Aristophanes,Aristophane,Aristophanes,"[""Father of Comedy""]",[],"[""Aristophanes Comicus""]","[""Ancient Greek""]"
Q43423,Aesop,64013451,343.0,217.0,Aisopos,26.0,Aesop,Ésope,Aesopus,"[""Aesopus"", ""\u00c6\u017fop"", ""\u00c6sop"", ""Esop"", ""E\u017fope""]","[""Aesopus"", ""Esope""]","[""Aesopus Scriptor fabularum""]","[""Ancient Greek""]"
Q434567,Chariton Aphrodisiensis,27062313,11.0,11.0,Chariton,181.0,Chariton,Chariton d'Aphrodise,Charito Aphrodisiensis,"[""Chariton of Aphrodisias""]","[""Chariton d'Aphrodisias"", ""Chariton d'Aphrodisie""]","[""Chariton scriptor eroticus""]","[""Ancient Greek""]"
Q434811,,,,,Herondas,379.0,Herodas,Hérondas,Herodas,"[""Herondas""]","[""H\u00e9rodas"", ""Herondas""]","[""Herodas Mimographus"", ""Herondas Mimographus"", ""Herondas""]","[""Ancient Greek""]"
Q436634,"Longinus, Cassius Dionysius",56631326,213.0,143.0,,,Cassius Longinus,Longin,Cassius Longinus,"[""Cassius Dionisius Longinus"", ""Dionysius Cassius Longinus""]",[],"[""Longinus Rhetor"", ""Dionysius Cassius Longinus"", ""Longinus Philosophus"", ""Cassius Longinus Philosophus"", ""Cassius Longinus Rhetor""]",[]
Q43689,"Ambrosius, Aurelius (saint)",100227669,60.0,56.0,Ambrosius,44.0,Ambrose,Ambroise de Milan,Ambrosius,"[""St Ambrose"", ""Bishop of Milan Ambrose"", ""Saint Ambrose"", ""St. Ambrose"", ""Bishop of Milan Ambrogio"", ""Bishop of Milan Amvros\u012b\u012d"", ""Ambrose of Milan"", ""Bishop of Milan Aurelius Ambrosius"", ""Saint"", ""Saint Ambrose Bishop of Milan"", ""Bishop of Milan Ambroise"", ""St. Ambrosius"", ""Bp. of Milan Ambrosius"", ""Ambrosius"", ""Bishop of Milan Aurelio Ambrogio"", ""Ambrosius Mediolanensis""]","[""Saint Ambroise de Milan""]","[""Sanctus Aurelius Ambrosius"", ""Ambrosius Mediolanensis"", ""Sanctus Ambrosius""]","[""Latin""]"
Q43706,John Chrysostom (saint),305214868,204.0,114.0,Ioannes Chrysostomos,416.0,John Chrysostom,Jean Chrysostome,Ioannes Chrysostomus,"[""Giovanni Crisostomo"", ""St. John Chrysostom"", ""Johannes Chrysostomus"", ""Saint John Chrysostom"", ""Ioannes Crisostomus"", ""Chrysostomus"", ""Chryssorhoas"", ""Joannes Chrysostomus"", ""Iohannes Antiochiensis"", ""Joannes Chrysostomos"", ""John I Chrysostom""]","[""saint Jean Bouche d\u2019Or"", ""Jean Ier Chrysostome"", ""Jean Chrysost\u00f4me""]","[""Iohannes Chrysostomus Scriptor ecclesiasticus"", ""Iohannes Chrysostomus"", ""Johannes Chrysostomus Scriptor ecclesiasticus"", ""Sanctus Iohannes Chrysostomus""]","[""Ancient Greek""]"
Q437869,,,,,Euagrios of Pontos,286.0,Evagrius Ponticus,Évagre le Pontique,Evagrius Ponticus,"[""Evagrius of Pontus"", ""Evagrius the Solitary""]","[""Evagre du Pont"", ""Evagre le Pontique"", ""Evagrius Ponticus""]",[],"[""Ancient Greek""]"
Q43954,Leo the Great (Pope),9875336,46.0,40.0,,,Leo I,Léon Ier,Leo I,"[""Pope Leo I"", ""Leo the Great""]","[""L\u00e9on ier"", ""Saint L\u00e9on le Grand"", ""Leon Ier"", ""L\u00e9on le Grand"", ""L\u00e9on Ier le Grand""]","[""Leo Magnus Papa"", ""Leo Magnus"", ""Sanctus Leo PP. I Magnus""]","[""Latin""]"
Q44011,Gregory of Nazianzus,108675755,108.0,86.0,Gregorios of Nazianzos,341.0,Gregory of Nazianzus,Grégoire de Nazianze,Gregorius Nazianzenus,"[""Gregorius Nazianzenus"", ""Grigorios Nazianzenos"", ""St. Gregory of Nazianzus"", ""St. Gregory Nazianzen"", ""Gregory the Theologian"", ""Gregory Nazianzen""]","[""Gregoire de Nazianze"", ""Gr\u00e9goire le Th\u00e9ologien"", ""Gr\u00e9goire de Naziance"", ""Saint Gr\u00e9goire de Nazianze""]","[""Gregorius Nazianzenus Theologus"", ""Gregorius Theologus""]","[""Ancient Greek""]"
Q44024,,,,,Athanasios,134.0,Athanasius of Alexandria,Athanase d'Alexandrie,Athanasius Alexandrinus,"[""Athanasius the Confessor"", ""Sint Atanaze d\u2019 Alegzandreye"", ""Athanasius Alexandrinus"", ""Athanasius"", ""Athanasius the Apostolic"", ""Athanasius the Great"", ""Athanasios of Alexandria"", ""Saint Athanasius"", ""Athanasius Contra Mundum"", ""Athanasius I of Alexandria""]","[""Saint Athanase d\u2019Alexandrie"", ""Athanase le Grand"", ""Athanase Ier"", ""Athanasien"", ""Athanase d\u2019Alexandrie""]","[""Athanasius Magnus""]","[""Ancient Greek""]"
Q44079,Cyril of Alexandria (saint),190218431,32.0,25.0,Kyrillos of Alexandria,505.0,Cyril of Alexandria,Cyrille d'Alexandrie,Cyrillus Alexandrinus,"[""Doctor of the Incarnation"", ""Cyrillus Alexandrinus""]","[""Cyrille""]",[],"[""Ancient Greek""]"
Q44170,Ignatius of Antioch (saint),267432724,78.0,54.0,Ignatios of Antiocheia,412.0,Ignatius of Antioch,Ignace,Ignatius Antiochenus,"[""Ignatius Antiochenus"", ""St. Ignatius"", ""Saint Ignatius of Antioch""]","[""Ignace d\u2019Antioche"", ""Saint Ignace d'Antioche""]","[""Ignatius Antiochensis""]","[""Ancient Greek""]"
Q44233,,,,,Hesiodos,381.0,Hesiod,Hésiode,Hesiodus,"[""Hesiod of Ascra"", ""Hesiodus""]","[""Hesiode"", ""H\u00e9siode d'Ascra""]","[""Hesiodus Ascraeus"", ""Hesiodus Epicus""]","[""Ancient Greek""]"
Q44248,"Jerome, Eusebius Sophronius (saint )",95147024,96.0,80.0,Hieronymus,386.0,Jerome,Jérôme de Stridon,Hieronymus,"[""Jerome of Stridon"", ""Eusebius Hieronymus"", ""Saint Hieronymus"", ""Eusebius Sophronius Hieronymus"", ""Saint Jerome"", ""Sophronius Eusebius Hieronymus"", ""Sofronius Eusebius Hieronymus"", ""Saint Heronimos"", ""St. Jerome"", ""Hieronymus""]","[""Eusebius Hieronymus"", ""J\u00e9rome de Stridon"", ""Jerome de Stridon"", ""Saint J\u00e9r\u00f4me"", ""J\u00e9r\u00f4me"", ""Eusebius Sophronius Hieronymus""]","[""Hieronymus Stridonius"", ""Sanctus Hieronymus"", ""Sophronius Eusebius Hieronymus"", ""Hieronymus Stridonensis"", ""Eusebius Sophronius Hieronymus""]","[""Latin""]"
Q44258,Basil of Caesarea,88967224,82.0,66.0,Basileios of Kaisareia,154.0,Basil of Caesarea,Basile de Césarée,Basilius Caesariensis,"[""Basilius Magnus"", ""Saint Basil the Great"", ""St. Basil The Great""]","[""Saint Basile de C\u00e9sar\u00e9e"", ""Saint Basile le Grand"", ""Basile de Cesaree"", ""Basile Le Grand""]","[""Basilius Magnus""]","[""Ancient Greek""]"
Q44265,Benedict of Nursia (saint),28147121748626392193,2.0,2.0,Benedictus,160.0,Benedict of Nursia,Benoît de Nursie,Benedictus de Nursia,"[""Saint Benedict"", ""Saint Benedict of Nursia"", ""St. Benedict"", ""Bengt""]","[""Saint Beno\u00eet de Nursie"", ""Benoit de Nursie""]","[""Benedictus Casinensis Abbas"", ""Sanctus Benedictus"", ""Sanctus Benedictus de Nursia"", ""Benedictus Casinensis""]",[]
Q44344,Hilarius Pictaviensis,89595978,42.0,39.0,Hilarius of Poitiers,387.0,Hilary of Poitiers,Hilaire de Poitiers,Hilarius Pictaviensis,"[""Hammer of the Arians"", ""Athanasius of the West"", ""St. Hilary"", ""Bishop of Poitiers"", ""Saint Hilary of Poitiers"", ""Saint Hilary"", ""Hilarius Pictaviensis""]","[""Saint Hilaire de Poitiers"", ""Saint-Hilaire de Poitiers""]","[""Sanctus Hilarius""]","[""Latin""]"
Q443510,Hesychius of Alexandria,21314508,49.0,44.0,Hesychios of Alexandria,2531.0,Hesychius of Alexandria,Hésychios d'Alexandrie,Hesychius Alexandrinus,"[""Hesychius"", ""Hesychios"", ""Hesych"", ""H\u0113sychios""]","[""Hesychios d'Alexandrie""]","[""Hesychius Lexicographus"", ""Hesychius Grammaticus""]","[""Ancient Greek""]"
Q443765,Antoninus Liberalis,251871635,32.0,27.0,,,Antoninus Liberalis,Antoninus Liberalis,Antoninus Liberalis,[],[],[],"[""Ancient Greek""]"
Q4441106,Aphthonius of Antioch,265112315,84.0,62.0,,,Aphthonius of Antioch,Aphthonios,Aphthonius Antiochenus,"[""Aphthonius""]",[],"[""Aphthonius Rhetor"", ""Aphthonius""]","[""Ancient Greek""]"
Q444285,"Asconius Pedianus, Quintus",85065079,42.0,35.0,,,Asconius Pedianus,Asconius,Quintus Asconius Pedianus,"[""Asconius""]","[""Asconius Pedianus""]","[""Asconius"", ""Asconius Pedianus""]","[""Latin""]"
Q445848,Artemidorus Daldianus,61683125,26.0,25.0,,,Artemidorus,Artémidore de Daldis,Artemidorus Daldianus,[],"[""Art\u00e9midore d'\u00c9ph\u00e8se""]",[],"[""Ancient Greek""]"
Q44934,,,,,Venantius Fortunatus,956.0,Venantius Fortunatus,Venance Fortunat,Venantius Fortunatus,"[""Venantius Honorius Clementianus Fortunatus"", ""St. Venantius Honorius Clementianus Fortunato"", ""Fortunatus""]","[""Venantius Fortunatus""]","[""Venantius Fortunatus Poeta"", ""Venantius Honorius Clementianus Fortunatus""]","[""Medieval Latin""]"
Q451550,,,,,Philodemos,672.0,Philodemus,Philodème de Gadara,Philodemus,"[""Philodem"", ""Philodemus of Gadara"", ""Philodemos""]","[""Philod\u00e8me l'\u00e9picurien"", ""Philodeme de Gadara"", ""Philod\u00e8me""]","[""Philodemus Gadarensis"", ""Philodemus Philosophus""]","[""Ancient Greek""]"
Q453311,pseudo-Scylax of Caryanda,291988135,14.0,13.0,,,Scylax of Caryanda,Scylax de Caryanda,Scylax Caryandensis,[],[],"[""Scylax"", ""Scylax Periegeta""]","[""Ancient Greek""]"
Q454652,Prosper d'Aquitaine (saint),52485706,28.0,24.0,,,Prosper of Aquitaine,Prosper d'Aquitaine,Prosper Tiro Aquitanus,"[""Prosper Tiro Aquitanus""]","[""Saint Prosper""]","[""Prosper Aquitanicus"", ""Prosperus Aquitanicus"", ""Prosper Tiro"", ""Prosperus Aquitanus"", ""Tiro Prosper"", ""Prosper Aquitanus"", ""Prosper""]","[""Latin""]"
Q454995,Verrius Flaccus,13153593741251671199,25.0,24.0,,,Verrius Flaccus,Verrius Flaccus,Marcus Verrius Flaccus,"[""Marcus Verrius Flaccus""]","[""Marcus Verrius Flaccus""]","[""Verrius Flaccus Grammaticus"", ""Verrius Flaccus""]","[""Latin""]"
Q455523,Babrius,36151776765518010879,3.0,3.0,,,Babrius,Babrius,Babrius,"[""Valerius Babrius"", ""Gabrius"", ""Gabrias"", ""Babrias""]","[""Babrias""]","[""Valerius Babrius"", ""Valerius Babrius Scriptor fabularum""]","[""Ancient Greek""]"
Q456649,Maximus of Tyre,100903442,81.0,72.0,,,Maximus of Tyre,Maxime de Tyr,Maximus Tyrius,[],"[""Cassius Maximus Tyrius""]","[""Maximus Philosophus"", ""Maximus Tyrius Philosophus"", ""Maximus Sophista""]","[""Ancient Greek""]"
Q45936,Strabo,100219883,132.0,114.0,Strabon,886.0,Strabo,Strabon,Strabo,"[""Strabo of Amaseia""]","[""Strabon d\u2019Amas\u00e9e""]","[""Strabo Geographus"", ""Strabo Amasiotes""]","[""Ancient Greek""]"
Q463364,Bion of Smyrna,7476159477558427990005,94.0,73.0,,,Bion of Smyrna,Bion de Smyrne,Bion Smyrnaeus,"[""Bion of Phlossa"", ""Bion"", ""of Phlossa near Smyrna"", ""of Phlossa"", ""of Smyrna"", ""Bion of Phlossa near Smyrna""]","[""Bion de Phlossa""]","[""Bion Bucolicus""]","[""Ancient Greek""]"
Q463564,Xenophon of Ephesus,83987541,16.0,15.0,,,Xenophon of Ephesus,Xénophon d'Éphèse,Xenophon Ephesius,[],"[""X\u00e9nophon le Jeune"", ""Xenophon d'Ephese""]","[""Xenophon Ephesius Scriptor eroticus"", ""Xenophon Scriptor eroticus"", ""Xenophon Ephesinus""]","[""Ancient Greek""]"
Q47130,"Ennius, Quintus",84976347,39.0,35.0,Ennius,270.0,Ennius,Ennius,Quintus Ennius,"[""Quintus Ennius"", ""Ennio"", ""Quinto Ennio""]","[""Quintus Ennius"", ""Ennio"", ""Quinto Ennio""]","[""Q. Ennius"", ""Ennius"", ""Ennius Poeta""]","[""Latin""]"
Q47154,"Lucretius, Titus Carus",106388020,631.0,301.0,Lucretius,529.0,Lucretius,Lucrèce,Lucretius,"[""Titus Lucretius Carus"", ""T. Lucretius Carus"", ""Titus Carus Lucretius""]",[],"[""Titus Lucretius Carus"", ""T.Lucretius Carus"", ""Lucretius Carus Poeta""]","[""Latin""]"
Q47160,Plautus,66462281,617.0,306.0,Plautus,695.0,Plautus,Plaute,Titus Maccius Plautus,"[""Titus Maccius Plautus""]","[""Plautus""]","[""T. Maccius Plautus"", ""Plautus"", ""Plautus Comicus""]","[""Latin""]"
